Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,label
146022.0,0.908636658181293,2.84902401493181,-5.64734296336341,6.00941477810058,0.216656395035464,-2.39701442397293,-1.81930788593969,0.338526987742346,-2.81988277297887,-4.06309810827338,2.94119009271712,-6.15136219091534,-1.98952853525001,-9.15095100562097,-0.604289998808266,-1.95229039984463,-2.89255533222526,-0.912057960709434,-1.56373996709776,0.241921294746754,0.407260461266497,-0.397434852530952,-0.0800058534116311,-0.168596545191964,0.465058497798457,0.210509756241616,0.648704799002062,0.360224330288316,1.18,1,Fraud
146026.0,1.89403628953056,1.90580604250552,-3.51573007711281,4.50891315092218,2.04446624455689,-1.42046761821774,1.0574804459057,-0.281157347826589,-1.832603814167,-0.628463195272087,2.22079491381924,-0.741087888346352,-0.763719377938258,-4.94261241607845,-1.37829062017508,2.24421577907161,3.70206529090756,2.25681153235938,-1.95006033191067,-0.160163479388821,-0.144713035559334,-0.310108279131596,-0.101530027427529,-0.414960172274656,0.37659685003455,0.15077769870482,-0.0137115779366071,0.0480836587388137,2.22,1,Fraud
146179.0,-0.0676716213886392,4.25118050159519,-6.54038835224963,7.28365703710757,0.513540870943284,-2.63506638788364,-1.86591081008961,0.780271626602801,-3.86824834701295,-4.85148719411703,3.87116530391397,-6.88763735718558,-1.7905001483675,-11.2723158701978,1.30136314876439,-1.68983647758912,-0.0529325394075147,0.778734824784494,0.242162496030838,0.519403972453402,0.415436545379518,-0.469937601482284,0.0071280404084919,-0.388147290740708,-0.493397940502339,0.466467724945289,0.566369687106408,0.262990466192685,0.77,1,Fraud
146344.0,-0.0997238993578782,2.79541433019956,-6.42385558221477,3.24751301512342,-1.6322902693315,-2.76666493059313,-2.31222288290759,0.961014122482514,-1.89600096481329,-4.91934829935247,3.05365441815753,-5.29781140208753,-1.46602972848647,-7.03588005080407,1.99713237234969,-3.83618852542499,-2.51518280017187,-0.864578711859257,2.32892697361116,0.340898315660141,0.647714388377444,0.126575864283858,0.203953480088146,0.0084949976311171,-0.174501150725926,0.575294798178312,0.152875890788003,-0.0981728103598323,94.82,1,Fraud
146998.0,-2.0642397521399,2.62973923034009,-0.748406253034646,0.694992040498764,0.418177985610222,1.39251973416781,-1.69780121912626,-6.33306461223925,1.72418428025944,-0.887241636246378,-1.59425779202416,-0.338775118165825,-0.978064513351916,-3.68882599540221,-1.48708342266887,0.526946020771924,2.34702289955703,1.69122000470716,-0.736110693106424,-1.42448619962422,6.21551399149032,-1.27690859567394,0.459861127330875,-1.05168547489323,0.209178360382973,-0.319859444506001,0.0154338685560936,-0.0501165001659193,8.0,1,Fraud
145248.0,1.91402682161454,-0.490067987909997,-0.326111312515118,0.604710739174721,-0.8501359998436,-0.736318677031096,-0.524057962475328,-0.0886141066361987,1.09112510472248,0.093484357816225,-0.892304625856107,0.0272205159068718,-0.243790209618721,0.0317740067189187,0.900623897113791,0.536032161644219,-0.648408094097169,0.183072340001028,-0.48632249422331,-0.13957876335222,0.210958428878652,0.639337879054097,0.147522551988298,0.0736542664022496,-0.318378246601246,0.350612262707235,-0.0238434747433154,-0.0371393315055126,50.0,0,Legitimate
145249.0,2.15269624649984,-0.036160786158066,-2.23181098049803,0.0917658435583919,0.537612206488446,-1.36810250972644,0.613326738349479,-0.455251954849699,0.29181359004335,0.253161344559488,-1.50188197076942,-0.870607641524177,-1.44173756499372,0.988756626201074,0.496349234837293,-0.0686989613348823,-0.454073497932566,-0.299095262736551,0.267443131415241,-0.275777914750361,0.0171533555339963,0.0632416225359206,-0.0345611249491173,-0.626866212626912,0.249213129413917,0.773930519516097,-0.137114784582898,-0.0906106088420727,14.95,0,Legitimate
145249.0,-4.03479516717275,2.30507905571504,-1.46169292457709,-0.729887055238227,-1.5287503399573,-1.22567909778369,-0.893353679497868,1.62252199369554,1.29199841774415,-0.0409558359937061,-0.971425287697512,0.574743695630458,0.155656078919204,-0.729054997889385,0.477438947999659,1.06171851569252,0.93469475367536,0.403768792198479,-0.494929851777981,-0.0810925858921718,-0.392556502541116,-0.78759906251576,0.343467795972994,-0.0903313999840935,0.248286972151669,-0.238523845342424,0.26648354183946,-0.0622361634691654,7.7,0,Legitimate
145249.0,-1.66874106862583,1.16805471760364,0.249642461553748,-1.26849748925032,0.785922573014156,-0.663958562166729,0.859432973616895,0.0681106263347446,-0.144183044927318,0.0432880841287975,0.542013736060061,1.00202450469061,0.400759595743433,0.136412487776037,-1.28964902448879,0.276827961550432,-0.868491702025561,-0.366839507131127,-0.187391599008302,-0.0335233340620367,-0.247543775399679,-0.592536769878023,-0.286693549546811,-0.378855664973759,-0.0774289041638705,0.0676084004301294,-0.27896200360197,-0.0641926690992577,6.99,0,Legitimate
145250.0,-0.550678353341949,-0.429004102182237,-1.29189255347072,-0.414409226593379,-0.292228538671312,0.071842939235058,2.42606795091335,-0.212729758223082,0.412374372851086,-1.93996940549555,-1.81011838293809,-1.22351031687552,-1.32491464932768,-1.46239178995552,-0.31164055759838,0.506707760378257,0.739932584638577,0.892422017204659,0.195042529037103,0.791126747715284,0.0030319394481489,-0.645782978858753,0.877016475964068,-1.22852893747944,-0.0362812174160739,-0.110609895882901,-0.0983803135271981,0.0959849443846813,460.71,0,Legitimate
